timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,cpu_usage_task1,cpu_usage_task2,task1_replicas,task2_replicas,throughput_task1-deployment,locust_response_time_p95,locust_response_time_p99,locust_total_requests,response_time_task1-svc,response_time_task2-svc,throughput_task2-deployment
1763313363.199678,160.4596381187439,1.0,1.2,95.89365666109295,0.0,0.06757868641339339,0.059094126168096874,1,1,0.9333333333333333,310.0,390.0,154.0,0.09040701754387272,0.0877933333333333,0.9
1763313367.837339,165.0972990989685,1.0,1.1,95.44417258472212,0.0,0.05258699999999994,0.04658022499999998,1,1,0.9333333333333333,310.0,390.0,155.0,0.09040701754387272,0.111003,0.9
1763313373.019199,170.27915906906128,1.0,0.6,95.62330176006795,0.0,0.0921639095732822,0.06438269370021726,1,1,0.9333333333333333,300.0,390.0,161.0,0.08335100000001491,0.111003,0.9
1763313378.157563,175.41752314567566,1.0,0.6,95.5133606016523,0.0,0.0921639095732822,0.06438269370021726,1,1,0.9333333333333333,300.0,390.0,165.0,0.08335100000001491,0.111003,0.9
1763313382.811668,180.07162809371948,1.0,1.1,96.46127057973953,0.0,0.0921639095732822,0.08544622980449203,1,1,0.9333333333333333,300.0,390.0,170.0,0.08556133667397518,0.12057796610169495,1.0
1763313387.963021,185.22298121452332,1.0,1.0,97.22281685829985,0.0,0.0692082374400937,0.08544622980449204,1,1,0.8333611120370679,300.0,390.0,172.0,0.08556133667397518,0.12057796610169495,1.0
1763313393.0996978,190.3596580028534,1.0,0.7,98.29420598977235,0.0,0.07834659487268919,0.08544622980449204,1,1,0.833361112037068,300.0,390.0,178.0,0.08556133667397518,0.12057796610169495,1.0
1763313398.241368,195.50132822990417,1.0,1.0,97.4739370551264,0.0,0.08966633478531431,0.08012534338652168,1,1,0.833361112037068,290.0,390.0,184.0,0.08556133667397518,0.1154779661016949,1.0
1763313402.8664582,200.12641835212708,1.0,1.0,96.74371125286706,0.0,0.08720826382064589,0.0870797939583766,1,1,0.833361112037068,290.0,390.0,186.0,0.09946376755277254,0.1154779661016949,1.0
1763313408.0189812,205.27894139289856,1.0,1.0,95.14021655240632,0.0,0.08720826382064589,0.10934427452443118,1,1,0.833361112037068,290.0,390.0,193.0,0.09459305532406798,0.1154779661016949,1.0
1763313413.15401,210.4139702320099,1.0,0.9,94.81447539645049,0.0,0.0446383,0.100150792945671,1,1,0.9333022232592245,290.0,390.0,198.0,0.09459305532406798,0.123891129032258,1.0666666666666667
1763313417.828007,215.0879671573639,1.0,1.0,94.28324591451018,0.0,0.048439121047816454,0.100150792945671,1,1,0.9333022232592245,290.0,320.0,203.0,0.09459305532406798,0.123891129032258,1.0666666666666667
1763313422.983724,220.2436842918396,1.0,0.9,94.15720875976264,0.0,0.08716981261425956,0.10015079294567099,1,1,0.9333022232592245,290.0,320.0,206.0,0.09459305532406798,0.123891129032258,1.0666666666666667
1763313428.140312,225.4002721309662,1.0,0.6,94.87501305408811,0.0,0.07428224009597802,0.07066684273057,1,1,0.9333022232592245,290.0,320.0,211.0,0.09459305532406798,0.1352301470588235,1.0666666666666667
1763313432.7956622,230.05562233924866,1.0,0.7,94.52321905660156,0.0,0.11096287563337175,0.11725699643587746,1,1,0.9333022232592245,290.0,320.0,214.0,0.07781688287337067,0.1352301470588235,1.0666666666666667
1763313437.944074,235.20403409004211,1.0,1.3,95.25023316654067,0.0,0.09387705862751324,0.11725699643587746,1,1,0.9333022232592245,290.0,370.0,225.0,0.08287842407625705,0.1352301470588235,1.0666666666666667
1763313443.065527,240.32548713684082,1.0,1.4,94.57876951465695,0.0,0.09851719502632461,0.10992784778251148,1,1,1.166627779074031,290.0,370.0,233.0,0.08287842407625705,0.12916301187299017,0.8333333333333335
1763313448.200448,245.4604082107544,1.0,1.4,96.07329991051317,0.0,0.09851719502632461,0.09889279379103223,1,1,1.166627779074031,290.0,370.0,238.0,0.08287842407625705,0.12916301187299017,
1763313452.8336692,250.09362936019897,1.0,1.2,96.62243812422903,0.0,0.09851719502632461,0.13198307688726452,1,1,1.1666277790740307,290.0,370.0,239.0,0.08287842407625705,0.12916301187299017,
1763313457.9572248,255.21718502044678,1.0,0.7,95.4989734799506,0.0,0.06916911944588876,0.11143074547831132,1,1,1.1666277790740307,290.0,370.0,245.0,0.08287842407625705,0.12225117044872177,
1763313463.091208,260.35116815567017,1.0,0.8,95.0554151636278,0.0,0.09009304738064634,0.13144238065825462,1,1,1.1666277790740307,290.0,370.0,248.0,0.09531384383058444,,
1763313468.235771,265.4957311153412,1.0,0.7,95.92892975071628,0.0,0.09009304738064634,0.13144238065825462,1,1,1.1666277790740307,290.0,370.0,255.0,0.10322540983607477,,
1763313472.859497,270.11945724487305,1.0,1.2,96.08641956359722,0.0,0.07497751678845076,0.09556864762256778,1,1,0.9,290.0,370.0,260.0,0.10322540983607477,,
1763313478.003433,275.26339316368103,1.0,1.1,96.01598967289738,0.0,,0.1101109380362753,1,1,0.9,290.0,370.0,262.0,0.10322540983607477,,
1763313483.140641,280.40060114860535,1.0,0.7,95.58711953100546,0.0,,0.08836188672809357,1,1,0.9,290.0,370.0,266.0,0.10322540983607477,,
1763313487.7832131,285.04317331314087,1.0,0.7,95.9036284200778,0.0,,,1,1,0.9,290.0,370.0,269.0,0.10322540983607477,,
1763313492.9353359,290.19529604911804,1.0,0.7,96.45502657063251,0.0,,,1,1,0.9,290.0,370.0,273.0,0.10140100000001112,,
1763313498.072882,295.3328421115875,1.0,0.8,97.85859351126497,0.0,,,1,1,0.9,290.0,370.0,279.0,,,
